book_id,isbn,title,author_id,genre,language,format,pages,price,copies_sold,rating,status,publish_date
688,ISBN-100688,Letters to Nobody 474,37,Mystery,Japanese,Audiobook,107,2090.65,427772,1.52,published,2023-04-25
689,ISBN-100689,A Thousand Miles 223,24,Self-Help,Japanese,Paperback,119,2439.0,296631,3.63,upcoming,2018-03-11
690,ISBN-100690,Letters to Nobody 295,39,History,Filipino,Audiobook,605,2197.52,181073,3.37,upcoming,2007-02-25
691,ISBN-100691,The Missing Piece 841,39,History,Filipino,E-Book,841,1892.14,204418,2.97,published,1990-02-23
692,ISBN-100692,The Burning Sky 400,13,Self-Help,English,Hardcover,640,856.35,397978,3.29,published,1988-05-10
693,ISBN-100693,The Lost Kingdom 157,17,Fantasy,Japanese,Hardcover,143,2490.12,464842,3.32,upcoming,2004-12-30
694,ISBN-100694,The Last Sunrise 703,7,History,Filipino,E-Book,465,1888.99,289730,3.0,upcoming,2004-09-14
695,ISBN-100695,Voices from the Past 29,30,Fiction,French,Hardcover,597,1246.73,477127,4.99,published,2012-01-18
696,ISBN-100696,Through the Fire 435,11,Self-Help,French,Hardcover,381,763.99,412250,1.44,upcoming,1982-02-02
697,ISBN-100697,The Empty Canvas 291,10,Fiction,Japanese,E-Book,410,524.27,145283,1.27,published,2011-06-21
698,ISBN-100698,The Awakening 457,7,History,Japanese,Audiobook,196,905.73,117783,3.52,published,2019-04-04
699,ISBN-100699,A New Beginning 730,38,Fantasy,Filipino,Paperback,849,2382.48,288411,4.26,out_of_print,2007-12-16
700,ISBN-100700,Whispers of Time 268,17,Fantasy,Filipino,E-Book,396,2337.78,391764,1.61,published,2021-10-04
701,ISBN-100701,The Broken Mirror 479,30,Fiction,English,Paperback,100,282.89,67987,3.26,out_of_print,1990-05-12
702,ISBN-100702,A New Beginning 741,14,Fantasy,French,Paperback,754,1210.87,115423,4.37,upcoming,2003-05-03
703,ISBN-100703,The Missing Piece 640,42,Fantasy,English,Hardcover,525,2078.12,496940,1.75,out_of_print,2000-09-02
704,ISBN-100704,The Open Door 674,39,History,English,Paperback,500,1243.03,269454,3.34,published,2007-07-07
705,ISBN-100705,The Burning Sky 833,20,Self-Help,Filipino,Paperback,694,1002.87,420541,4.53,published,2008-07-24
706,ISBN-100706,Forgotten Dreams 913,46,Non-Fiction,Japanese,Hardcover,791,1687.93,216187,4.33,upcoming,2017-07-13
707,ISBN-100707,Forgotten Dreams 647,11,Self-Help,Filipino,Paperback,647,958.06,20750,3.55,published,2015-11-16
708,ISBN-100708,The Turning Point 257,41,History,Japanese,Hardcover,715,1259.43,437433,1.13,out_of_print,2003-06-26
709,ISBN-100709,The Empty Canvas 267,2,Science Fiction,French,Paperback,845,2480.06,137055,3.09,published,1989-11-06
710,ISBN-100710,The Unseen Path 100,38,Fantasy,French,E-Book,486,1206.49,265373,3.81,out_of_print,2018-01-02
711,ISBN-100711,Dark Reflections 745,21,Fantasy,Japanese,E-Book,137,1764.9,418899,2.34,upcoming,2014-06-03
712,ISBN-100712,The Endless Road 505,18,History,Filipino,E-Book,861,2115.32,116316,1.29,upcoming,2020-08-17
713,ISBN-100713,Fragments of Hope 767,37,Mystery,Japanese,Audiobook,328,599.5,10752,4.56,out_of_print,2018-09-08
714,ISBN-100714,The Missing Piece 716,1,Science Fiction,Spanish,Audiobook,401,590.5,316401,2.22,published,2011-08-26
715,ISBN-100715,Into the Unknown 552,45,Mystery,Filipino,Audiobook,316,462.5,88558,2.89,published,1987-04-08
716,ISBN-100716,Beneath the Surface 507,48,Mystery,Spanish,Audiobook,879,1607.31,17840,1.58,published,2012-03-05
717,ISBN-100717,The Endless Road 476,38,Fantasy,Filipino,Hardcover,889,1831.33,425654,3.62,published,2014-10-25
718,ISBN-100718,A Thousand Miles 805,49,History,Spanish,Audiobook,158,1006.34,225529,3.6,upcoming,1981-06-20
719,ISBN-100719,The Silent Storm 323,48,Mystery,Spanish,E-Book,400,642.95,476116,2.38,upcoming,1987-10-26
720,ISBN-100720,The Long Walk Home 236,30,Fiction,Japanese,Paperback,297,900.87,264149,1.79,published,2017-04-22
721,ISBN-100721,The Turning Point 404,7,History,Japanese,Hardcover,179,333.25,441717,3.21,published,2005-04-08
722,ISBN-100722,Beneath the Surface 931,32,Self-Help,English,Hardcover,473,2014.73,338671,1.39,upcoming,2014-11-05
723,ISBN-100723,Into the Unknown 138,44,Science Fiction,French,Paperback,689,2299.79,129153,3.32,upcoming,2006-07-15
724,ISBN-100724,The Missing Piece 151,19,Mystery,English,E-Book,576,1961.2,189654,3.2,published,2014-12-20
725,ISBN-100725,The Silent Storm 109,7,History,Japanese,E-Book,634,1156.48,42818,1.26,published,1992-05-13
726,ISBN-100726,The Wandering Soul 523,29,Self-Help,English,Paperback,673,1543.71,180760,4.23,published,1999-12-02
727,ISBN-100727,The Awakening 330,20,Self-Help,French,Audiobook,520,746.66,481063,1.22,out_of_print,1988-07-10
728,ISBN-100728,Beneath the Surface 873,6,History,English,Paperback,424,1295.07,340850,4.13,published,2020-09-01
729,ISBN-100729,The Hidden Truth 188,43,Science Fiction,Filipino,Hardcover,81,1516.44,105691,4.16,published,1992-03-31
730,ISBN-100730,The Burning Sky 367,13,Self-Help,English,Hardcover,849,373.95,430131,1.3,published,1983-09-14
731,ISBN-100731,The Open Door 802,40,History,Japanese,Audiobook,322,1399.38,345136,3.33,published,2011-05-29
732,ISBN-100732,The Lost Kingdom 768,17,Fantasy,Filipino,E-Book,741,1035.41,262766,4.72,published,2012-04-24
733,ISBN-100733,Echoes in the Dark 863,19,Mystery,Spanish,E-Book,662,389.92,178484,4.69,published,1999-07-08
734,ISBN-100734,Whispers of Time 746,24,Self-Help,English,Paperback,757,729.78,448577,4.11,upcoming,2003-06-15
735,ISBN-100735,The Hidden Truth 205,8,Science Fiction,French,E-Book,370,472.63,212552,4.25,published,2015-04-20
736,ISBN-100736,The Turning Point 40,31,Non-Fiction,Filipino,Paperback,414,2273.58,12964,4.54,out_of_print,1995-12-27
737,ISBN-100737,Falling into Place 748,31,Non-Fiction,English,E-Book,396,1699.36,64329,1.57,published,1990-04-11
738,ISBN-100738,The Golden Age 994,37,Mystery,French,Audiobook,862,2475.55,403013,4.1,published,2010-09-01
739,ISBN-100739,When Stars Fall 615,5,History,English,E-Book,264,287.08,476576,3.45,published,1989-07-08
740,ISBN-100740,The Turning Point 293,45,Mystery,Filipino,E-Book,205,298.75,257412,1.3,published,2011-07-13
741,ISBN-100741,When Stars Fall 622,48,Mystery,French,E-Book,741,1369.58,496001,3.11,upcoming,1996-01-13
742,ISBN-100742,The Silent Storm 299,11,Self-Help,Japanese,Hardcover,623,725.52,175583,2.36,published,1989-11-23
743,ISBN-100743,Forgotten Dreams 567,11,Self-Help,French,E-Book,242,526.77,258840,1.76,published,2004-12-15
744,ISBN-100744,The Last Sunrise 531,14,Fantasy,Spanish,Hardcover,320,1029.77,169248,3.82,published,1998-02-03
745,ISBN-100745,Echoes in the Dark 794,44,Science Fiction,French,Hardcover,401,1658.31,370242,1.8,published,1981-10-10
746,ISBN-100746,The Burning Sky 449,23,Science Fiction,Filipino,Hardcover,832,983.67,370448,2.14,published,1991-10-02
747,ISBN-100747,The Golden Age 967,13,Self-Help,Japanese,E-Book,899,423.31,400858,2.99,published,2012-03-04
748,ISBN-100748,Into the Unknown 668,33,Non-Fiction,Japanese,E-Book,134,2314.36,250945,4.68,out_of_print,2020-09-23
749,ISBN-100749,Echoes in the Dark 961,33,Non-Fiction,French,E-Book,712,1660.24,310517,4.19,out_of_print,2008-02-27
750,ISBN-100750,Racing Against Time 104,21,Fantasy,French,E-Book,130,2402.06,434787,4.71,published,2007-02-24
751,ISBN-100751,The Empty Canvas 771,50,Self-Help,Filipino,Hardcover,672,1149.26,240641,4.1,upcoming,1997-10-30
752,ISBN-100752,The Golden Age 35,46,Non-Fiction,Japanese,Audiobook,706,1187.75,205940,1.01,published,1989-10-23
753,ISBN-100753,The Unfinished Story 107,46,Non-Fiction,Spanish,E-Book,323,330.98,231995,2.6,upcoming,2007-11-05
754,ISBN-100754,The Burning Sky 772,18,History,Filipino,Paperback,539,1942.34,12736,3.98,upcoming,2000-12-23
755,ISBN-100755,Whispers of Time 901,46,Non-Fiction,Spanish,Paperback,245,415.92,28842,3.29,upcoming,1991-07-12
756,ISBN-100756,When Stars Fall 223,1,Science Fiction,Japanese,Audiobook,755,722.88,236389,2.41,published,2020-11-26
757,ISBN-100757,Dark Reflections 810,4,Non-Fiction,Spanish,Hardcover,154,171.57,326855,4.45,published,1987-07-05
758,ISBN-100758,The Last Sunrise 752,40,History,Filipino,Hardcover,529,2486.58,402211,1.27,published,1985-03-25
759,ISBN-100759,The Unseen Path 718,26,Mystery,English,Paperback,501,1926.74,33266,2.83,out_of_print,1995-03-08
760,ISBN-100760,Dark Reflections 564,43,Science Fiction,Japanese,Paperback,124,1103.17,480339,1.71,published,1989-01-12
761,ISBN-100761,The Hidden Truth 907,43,Science Fiction,Japanese,Audiobook,424,2010.47,187628,2.77,published,1985-09-08
762,ISBN-100762,Dark Reflections 498,23,Science Fiction,English,Hardcover,289,1800.01,410190,1.36,out_of_print,2006-07-03
763,ISBN-100763,The Unseen Path 11,22,Self-Help,Filipino,Hardcover,410,864.39,385859,4.98,out_of_print,1998-04-03
764,ISBN-100764,The Wandering Soul 231,38,Fantasy,Filipino,Audiobook,869,310.84,484320,4.77,out_of_print,1980-06-16
765,ISBN-100765,The Perfect Storm 390,25,Biography,English,Paperback,252,1224.61,303124,4.65,published,2006-04-14
766,ISBN-100766,When Stars Fall 946,45,Mystery,Filipino,Paperback,360,652.04,120938,4.2,out_of_print,1990-07-03
767,ISBN-100767,Into the Unknown 571,44,Science Fiction,Japanese,Audiobook,324,1641.97,1481,4.15,published,1984-01-15
768,ISBN-100768,The Hidden Truth 500,23,Science Fiction,English,Hardcover,530,185.84,223545,1.37,out_of_print,1980-08-23
769,ISBN-100769,The Empty Canvas 116,28,Fiction,Filipino,Paperback,128,1890.45,247016,1.46,out_of_print,2003-05-25
770,ISBN-100770,Whispers of Time 51,41,History,Japanese,Paperback,191,1643.21,208325,3.47,upcoming,1994-08-19
771,ISBN-100771,The Final Chapter 688,30,Fiction,English,E-Book,780,1793.81,209619,2.86,upcoming,1994-10-10
772,ISBN-100772,A Thousand Miles 849,26,Mystery,English,Paperback,286,214.46,366182,3.46,upcoming,1980-01-27
773,ISBN-100773,The Awakening 785,2,Science Fiction,Filipino,Hardcover,297,2276.32,214810,2.33,published,1981-01-06
774,ISBN-100774,The Long Walk Home 165,4,Non-Fiction,French,Paperback,669,1807.39,53422,2.13,upcoming,1993-10-12
775,ISBN-100775,Beyond the Clouds 23,26,Mystery,French,Audiobook,465,865.67,426676,4.75,out_of_print,2018-09-14
776,ISBN-100776,A Thousand Miles 901,7,History,English,Audiobook,668,2159.87,97412,1.48,upcoming,2002-10-24
777,ISBN-100777,The Burning Sky 119,8,Science Fiction,Filipino,Audiobook,320,1682.15,472600,2.83,published,2013-08-17
778,ISBN-100778,The Awakening 939,8,Science Fiction,Japanese,Hardcover,290,2052.52,434214,1.27,published,1994-06-18
779,ISBN-100779,The Final Chapter 212,19,Mystery,Filipino,Audiobook,871,1320.66,156259,3.55,out_of_print,2005-09-12
780,ISBN-100780,The Long Walk Home 984,40,History,English,E-Book,810,1520.9,274142,3.99,out_of_print,2006-08-16
781,ISBN-100781,A New Beginning 6,44,Science Fiction,Spanish,Paperback,848,1409.79,469811,2.01,out_of_print,1994-01-20
782,ISBN-100782,Fragments of Hope 247,40,History,Spanish,E-Book,89,797.07,383892,4.78,out_of_print,1985-08-02
783,ISBN-100783,The Wandering Soul 892,8,Science Fiction,Japanese,Paperback,150,297.91,65467,3.16,upcoming,1988-10-27
784,ISBN-100784,Into the Unknown 340,45,Mystery,Japanese,E-Book,685,507.56,244752,1.3,published,1999-12-22
785,ISBN-100785,Beyond the Clouds 863,47,Biography,Filipino,E-Book,648,2320.3,187447,1.81,published,2016-09-05
786,ISBN-100786,The Long Walk Home 133,15,Mystery,English,E-Book,895,1024.62,37049,2.88,published,2023-09-29
787,ISBN-100787,Shattered Illusions 486,29,Self-Help,Spanish,E-Book,369,1224.92,350371,1.72,upcoming,2015-04-16
788,ISBN-100788,The Endless Road 400,41,History,Filipino,E-Book,456,1985.23,279455,3.82,published,1994-07-22
789,ISBN-100789,The Long Walk Home 819,16,Self-Help,Filipino,E-Book,694,350.63,290165,3.46,out_of_print,1997-02-23
790,ISBN-100790,Racing Against Time 2,3,History,Filipino,Hardcover,243,1421.06,313763,3.67,upcoming,1991-03-23
791,ISBN-100791,Shadows of Tomorrow 784,2,Science Fiction,French,Audiobook,657,2263.95,61809,1.35,published,2019-06-08
792,ISBN-100792,The Broken Mirror 309,34,Fantasy,Spanish,Paperback,827,2269.75,76694,3.17,published,2010-04-28
793,ISBN-100793,Beneath the Surface 867,47,Biography,Spanish,Paperback,518,286.29,197870,1.94,out_of_print,2023-05-27
794,ISBN-100794,The Unseen Path 772,37,Mystery,Japanese,Audiobook,327,1741.31,79979,4.95,published,2001-09-04
795,ISBN-100795,When Stars Fall 465,26,Mystery,English,Paperback,823,1673.14,99929,2.3,upcoming,1985-07-02
796,ISBN-100796,The Wandering Soul 651,33,Non-Fiction,Japanese,E-Book,842,2477.29,499689,3.46,published,1991-10-15
797,ISBN-100797,Fragments of Hope 89,25,Biography,English,Audiobook,281,472.2,15707,1.05,out_of_print,2009-04-23
798,ISBN-100798,Whispers of Time 243,29,Self-Help,Filipino,Audiobook,741,958.03,336060,4.6,published,2013-01-25
799,ISBN-100799,Beyond the Clouds 57,37,Mystery,Japanese,Audiobook,832,750.42,10051,4.83,published,2008-02-12
800,ISBN-100800,Whispers of Time 566,42,Fantasy,Japanese,Paperback,83,1013.78,334785,2.34,upcoming,2014-11-09
801,ISBN-100801,The Golden Age 912,41,History,Spanish,Audiobook,882,1191.3,224724,4.04,out_of_print,2000-07-27
802,ISBN-100802,Searching for Light 93,43,Science Fiction,Filipino,Hardcover,207,153.01,426272,4.29,published,2017-09-24
803,ISBN-100803,The Awakening 615,38,Fantasy,English,E-Book,736,1989.61,243162,3.16,published,1991-06-01
804,ISBN-100804,A Thousand Miles 509,30,Fiction,Filipino,Hardcover,759,187.7,145602,3.32,published,1990-07-01
805,ISBN-100805,Beyond the Horizon 426,5,History,English,Hardcover,407,2419.36,199522,4.76,published,2001-01-22
806,ISBN-100806,The Final Chapter 206,35,History,Filipino,Paperback,437,948.65,342577,3.31,upcoming,2009-12-24
807,ISBN-100807,A Thousand Miles 895,4,Non-Fiction,English,Audiobook,722,1905.7,324851,4.5,published,1984-12-24
808,ISBN-100808,The Empty Canvas 261,7,History,Filipino,Audiobook,100,541.12,26126,4.93,upcoming,2013-04-23
809,ISBN-100809,The Awakening 395,26,Mystery,English,Audiobook,557,1977.91,318586,2.0,published,2000-07-11
810,ISBN-100810,The Hidden Truth 221,29,Self-Help,French,Paperback,710,2013.92,295209,2.57,published,1985-10-06
811,ISBN-100811,The Golden Age 665,39,History,Japanese,Hardcover,498,2432.14,357764,1.96,published,1983-11-01
812,ISBN-100812,The Open Door 75,1,Science Fiction,Filipino,Hardcover,202,1595.44,390879,1.33,published,1986-08-16
813,ISBN-100813,The Unfinished Story 508,24,Self-Help,French,Hardcover,358,2211.93,122458,2.22,published,2019-07-20
814,ISBN-100814,The Golden Age 844,30,Fiction,Japanese,E-Book,468,284.6,428247,1.09,upcoming,1984-02-15
815,ISBN-100815,The Empty Canvas 815,35,History,French,Hardcover,342,1250.72,126781,1.85,published,2013-05-15
816,ISBN-100816,A New Beginning 597,2,Science Fiction,English,E-Book,193,2364.52,3931,3.26,out_of_print,1986-04-18
817,ISBN-100817,Echoes in the Dark 260,18,History,Japanese,Paperback,652,2444.19,463570,3.66,published,2011-11-06
818,ISBN-100818,Falling into Place 781,45,Mystery,Filipino,E-Book,649,2237.74,109002,1.34,published,2023-03-23
819,ISBN-100819,The Silent Storm 981,11,Self-Help,French,Paperback,749,688.24,253836,4.34,upcoming,2023-04-28
820,ISBN-100820,The Last Sunrise 142,15,Mystery,Japanese,Paperback,350,1224.68,459016,4.02,out_of_print,2006-05-05
821,ISBN-100821,Shadows of Tomorrow 80,10,Fiction,Spanish,Hardcover,573,1619.05,287976,4.94,upcoming,2005-10-03
822,ISBN-100822,The Wandering Soul 864,30,Fiction,Japanese,Paperback,749,1062.4,234993,2.54,published,1985-10-31
823,ISBN-100823,The Awakening 863,30,Fiction,Filipino,E-Book,114,2018.66,181755,1.27,out_of_print,1986-06-20
824,ISBN-100824,The Endless Road 241,4,Non-Fiction,Spanish,Hardcover,455,1261.58,392416,3.13,published,2018-12-26
825,ISBN-100825,The Last Sunrise 451,22,Self-Help,Filipino,Paperback,98,1432.11,33776,1.67,upcoming,1989-08-08
826,ISBN-100826,Echoes in the Dark 787,21,Fantasy,French,Paperback,563,890.66,370560,4.06,published,1988-07-24
827,ISBN-100827,Fragments of Hope 239,35,History,Spanish,Paperback,517,1520.09,316521,1.0,upcoming,2012-04-18
828,ISBN-100828,Shadows of Tomorrow 735,25,Biography,Filipino,E-Book,668,1806.05,261110,3.41,upcoming,2004-03-13
829,ISBN-100829,The Empty Canvas 348,47,Biography,Japanese,Audiobook,761,1271.26,232365,3.08,published,1993-06-10
830,ISBN-100830,A Thousand Miles 820,50,Self-Help,Filipino,Hardcover,528,1836.41,427628,2.89,published,2005-05-06
831,ISBN-100831,Forgotten Dreams 650,7,History,Japanese,E-Book,622,1390.27,303348,2.52,published,2011-04-11
832,ISBN-100832,The Turning Point 204,17,Fantasy,English,E-Book,438,2208.26,57761,1.84,published,2002-08-16
833,ISBN-100833,Letters to Nobody 621,19,Mystery,Spanish,Audiobook,848,618.46,149099,1.94,published,2011-05-04
834,ISBN-100834,The Unseen Path 485,14,Fantasy,Spanish,Paperback,380,1511.7,454367,1.56,published,1984-06-05
835,ISBN-100835,Letters to Nobody 373,33,Non-Fiction,Spanish,E-Book,118,1909.99,302647,4.73,published,2023-01-24
836,ISBN-100836,Racing Against Time 123,41,History,French,Audiobook,159,1079.77,455879,3.16,published,2002-11-19
837,ISBN-100837,The Open Door 768,9,Non-Fiction,English,Hardcover,547,1805.51,310076,4.5,published,1996-07-24
838,ISBN-100838,The Last Sunrise 642,39,History,Japanese,Hardcover,434,1647.25,319743,1.53,published,1992-08-31
839,ISBN-100839,Shadows of Tomorrow 564,10,Fiction,French,Paperback,113,595.33,254248,3.2,published,2019-05-06
840,ISBN-100840,A New Beginning 760,44,Science Fiction,Filipino,Hardcover,588,440.51,80491,3.94,out_of_print,2019-01-26
841,ISBN-100841,The Empty Canvas 637,10,Fiction,Filipino,Audiobook,850,307.15,52295,4.35,published,2019-07-26
842,ISBN-100842,Dark Reflections 223,15,Mystery,Japanese,Audiobook,326,1321.63,448966,4.43,published,1982-06-22
843,ISBN-100843,Racing Against Time 982,44,Science Fiction,Japanese,Paperback,316,1389.59,166586,2.64,published,1996-03-20
844,ISBN-100844,The Golden Age 812,50,Self-Help,English,Paperback,659,1664.79,403135,2.24,upcoming,2010-11-08
845,ISBN-100845,Dark Reflections 32,18,History,Japanese,Hardcover,185,2287.18,275205,2.47,published,2011-03-09
846,ISBN-100846,Racing Against Time 52,41,History,Spanish,Hardcover,837,1410.65,118572,2.84,published,2011-07-03
847,ISBN-100847,The Endless Road 527,17,Fantasy,English,Audiobook,880,1457.85,37681,1.79,published,1997-07-06
848,ISBN-100848,Racing Against Time 498,21,Fantasy,Spanish,Paperback,185,1026.54,16839,4.09,out_of_print,2018-04-11
849,ISBN-100849,The Unfinished Story 751,29,Self-Help,Spanish,Paperback,264,233.26,112479,1.06,published,1991-07-10
850,ISBN-100850,Searching for Light 770,23,Science Fiction,English,E-Book,839,924.37,145349,1.6,out_of_print,1994-06-05
851,ISBN-100851,When Stars Fall 144,36,Mystery,Spanish,Paperback,81,1882.76,453575,2.55,published,2003-04-14
852,ISBN-100852,The Last Sunrise 717,41,History,English,Hardcover,126,1452.89,83154,1.07,published,2015-06-03
853,ISBN-100853,The Open Door 925,2,Science Fiction,Spanish,E-Book,634,1957.36,148129,2.51,published,2022-12-21
854,ISBN-100854,When Stars Fall 870,14,Fantasy,Spanish,E-Book,205,2204.03,159453,1.4,published,2007-08-05
855,ISBN-100855,Shadows of Tomorrow 848,45,Mystery,French,Hardcover,276,1362.34,339570,3.63,published,1996-10-04
856,ISBN-100856,Beyond the Clouds 844,19,Mystery,Japanese,Hardcover,281,1426.83,282862,4.8,out_of_print,1981-03-05
857,ISBN-100857,Through the Fire 272,29,Self-Help,Spanish,Paperback,156,2341.8,454780,1.32,upcoming,1980-09-21
858,ISBN-100858,A Thousand Miles 914,2,Science Fiction,Spanish,Audiobook,179,1284.95,214439,3.72,upcoming,1982-08-09
859,ISBN-100859,Beneath the Surface 784,33,Non-Fiction,Japanese,Paperback,101,2185.58,327340,1.3,out_of_print,1995-01-09
860,ISBN-100860,The Unfinished Story 721,2,Science Fiction,English,Hardcover,481,1717.66,287544,1.38,out_of_print,2021-04-16
861,ISBN-100861,A Thousand Miles 645,29,Self-Help,English,Paperback,311,1666.11,461025,3.2,out_of_print,1980-04-07
862,ISBN-100862,The Broken Mirror 328,18,History,French,E-Book,761,286.97,21924,4.93,upcoming,1981-01-27
863,ISBN-100863,The Burning Sky 488,37,Mystery,French,Hardcover,783,453.97,382470,1.63,out_of_print,1986-08-22
864,ISBN-100864,The Final Chapter 290,2,Science Fiction,French,Audiobook,630,1532.16,289331,2.69,published,1999-05-12
865,ISBN-100865,The Turning Point 630,22,Self-Help,Japanese,E-Book,510,2440.81,221658,2.88,upcoming,1980-08-02
866,ISBN-100866,Echoes in the Dark 693,9,Non-Fiction,Japanese,Audiobook,588,1181.37,125315,3.03,published,1980-08-24
867,ISBN-100867,Broken Silence 232,41,History,Filipino,Hardcover,180,985.74,193711,4.83,out_of_print,2012-04-29
868,ISBN-100868,The Golden Age 339,12,Biography,Japanese,Audiobook,842,1308.58,260190,1.38,published,2022-07-17
869,ISBN-100869,When Stars Fall 333,20,Self-Help,French,Audiobook,589,678.96,499026,3.27,published,1983-04-27
870,ISBN-100870,Shadows of Tomorrow 894,44,Science Fiction,Spanish,Paperback,816,1945.73,102488,1.37,out_of_print,1985-05-18
871,ISBN-100871,The Final Chapter 672,21,Fantasy,Spanish,Hardcover,798,1271.39,333109,1.41,published,1981-01-16
872,ISBN-100872,The Broken Mirror 60,44,Science Fiction,English,E-Book,308,514.84,264711,4.71,published,1980-08-02
873,ISBN-100873,Falling into Place 267,40,History,English,Paperback,775,1717.13,172434,3.25,out_of_print,1987-01-07
874,ISBN-100874,The Unseen Path 670,41,History,French,Hardcover,256,2312.27,473726,3.7,upcoming,2011-09-06
875,ISBN-100875,Whispers of Time 91,49,History,Spanish,Paperback,856,2030.05,177971,2.04,published,1994-05-04
876,ISBN-100876,Through the Fire 198,46,Non-Fiction,English,Hardcover,127,2285.82,477331,2.61,upcoming,2005-07-09
877,ISBN-100877,The Endless Road 442,43,Science Fiction,English,E-Book,784,2471.83,402840,1.38,upcoming,1994-07-19
878,ISBN-100878,Shadows of Tomorrow 950,6,History,French,Hardcover,145,1354.32,115561,4.65,out_of_print,1991-12-19
879,ISBN-100879,The Missing Piece 271,38,Fantasy,Spanish,E-Book,157,2215.55,434682,1.32,published,1994-03-22
880,ISBN-100880,A Thousand Miles 18,22,Self-Help,Spanish,Paperback,664,1237.5,31652,3.86,upcoming,2013-08-10
881,ISBN-100881,Echoes in the Dark 690,38,Fantasy,French,Audiobook,83,2275.48,471042,1.32,out_of_print,1989-04-13
882,ISBN-100882,The Burning Sky 282,1,Science Fiction,English,E-Book,848,1452.23,451576,2.63,published,2005-03-02
883,ISBN-100883,The Hidden Truth 722,30,Fiction,Filipino,E-Book,699,2112.61,166715,3.25,out_of_print,1987-08-16
884,ISBN-100884,A New Beginning 841,25,Biography,Japanese,Audiobook,832,1649.3,174399,3.78,upcoming,1992-03-27
885,ISBN-100885,The Burning Sky 709,31,Non-Fiction,Filipino,E-Book,397,1689.17,101681,4.18,upcoming,1993-09-18
886,ISBN-100886,The Long Walk Home 587,12,Biography,Spanish,Paperback,752,482.54,303844,1.7,upcoming,1987-04-25
887,ISBN-100887,Falling into Place 752,11,Self-Help,English,Audiobook,116,1109.0,99901,1.27,upcoming,2011-04-08
888,ISBN-100888,The Long Walk Home 675,17,Fantasy,English,Paperback,469,238.37,395612,2.79,published,1990-01-31
889,ISBN-100889,Falling into Place 587,27,Mystery,Japanese,Hardcover,262,624.08,99275,2.01,published,1996-05-10
890,ISBN-100890,Racing Against Time 6,32,Self-Help,English,Hardcover,885,825.03,481703,2.33,upcoming,2011-10-15
891,ISBN-100891,Shattered Illusions 793,17,Fantasy,Filipino,Hardcover,774,1236.94,54611,2.52,out_of_print,1995-09-27
892,ISBN-100892,Forgotten Dreams 343,8,Science Fiction,Spanish,Audiobook,264,2173.15,281837,3.61,published,2005-03-07
893,ISBN-100893,The Open Door 65,12,Biography,Japanese,E-Book,269,2445.63,413229,1.47,upcoming,1994-07-05
894,ISBN-100894,Beyond the Horizon 681,36,Mystery,French,Audiobook,761,1552.43,422423,3.71,published,2020-08-11
895,ISBN-100895,The Wandering Soul 373,32,Self-Help,Spanish,Audiobook,307,599.15,143750,4.72,published,1988-03-16
896,ISBN-100896,The Turning Point 77,25,Biography,French,E-Book,836,1049.68,212500,3.14,out_of_print,2017-05-30
897,ISBN-100897,The Unseen Path 81,19,Mystery,Filipino,Audiobook,777,1496.1,112308,2.41,published,2003-05-16
898,ISBN-100898,A New Beginning 314,14,Fantasy,English,E-Book,443,1952.03,33684,2.76,published,1989-03-08
899,ISBN-100899,Echoes in the Dark 772,43,Science Fiction,French,Paperback,599,1627.68,400544,4.3,out_of_print,1992-02-05
900,ISBN-100900,Voices from the Past 926,42,Fantasy,Filipino,E-Book,144,1351.39,291529,3.99,published,1998-07-31
901,ISBN-100901,Beneath the Surface 273,39,History,English,Hardcover,267,2276.55,343158,1.34,published,2023-06-28
902,ISBN-100902,The Long Walk Home 363,3,History,Filipino,Hardcover,255,710.56,239357,3.63,upcoming,1998-09-17
903,ISBN-100903,Falling into Place 93,39,History,Japanese,E-Book,115,2099.99,177654,3.17,published,2011-10-04
904,ISBN-100904,Broken Silence 772,46,Non-Fiction,Filipino,Hardcover,733,794.17,375578,2.45,upcoming,1994-03-21
905,ISBN-100905,The Lost Kingdom 222,39,History,Japanese,Paperback,227,2270.0,133088,2.43,published,2012-08-29
906,ISBN-100906,Searching for Light 102,40,History,French,E-Book,348,918.14,388956,3.86,published,2014-06-29
907,ISBN-100907,Beyond the Clouds 477,32,Self-Help,English,Audiobook,634,2200.55,178883,5.0,upcoming,2003-08-20
908,ISBN-100908,Falling into Place 585,37,Mystery,Spanish,Hardcover,787,2347.26,265448,2.34,upcoming,1986-09-29
909,ISBN-100909,Searching for Light 21,2,Science Fiction,English,E-Book,870,1601.79,216799,4.2,published,1981-04-08
910,ISBN-100910,Echoes in the Dark 300,29,Self-Help,Filipino,Hardcover,342,790.24,22816,4.69,out_of_print,2015-06-03
911,ISBN-100911,The Missing Piece 511,29,Self-Help,Spanish,E-Book,507,1598.94,82867,2.71,out_of_print,2006-05-11
912,ISBN-100912,The Lost Kingdom 994,38,Fantasy,French,E-Book,140,229.35,231842,4.23,published,1997-02-26
913,ISBN-100913,Beneath the Surface 762,24,Self-Help,Filipino,Hardcover,711,2077.26,76669,2.06,published,1999-06-13
914,ISBN-100914,The Unfinished Story 270,32,Self-Help,Filipino,Paperback,608,1326.6,282602,2.07,upcoming,1988-07-15
915,ISBN-100915,The Unseen Path 760,45,Mystery,English,Paperback,268,2490.29,166430,4.24,published,1982-05-04
